areaCode,areaName,areaType,date,newCasesByPublishDateChangePercentage,newCasesBySpecimenDate,uniqueCasePositivityBySpecimenDateRollingSum
E12000005,West Midlands,region,2021-02-25,-16.1,863,5.8
E12000005,West Midlands,region,2021-02-24,-12.9,1017,6.1
E12000005,West Midlands,region,2021-02-23,-11.4,1136,6.4
E12000005,West Midlands,region,2021-02-22,-9.4,1443,6.6
E12000005,West Midlands,region,2021-02-21,-17.1,939,6.6
E12000005,West Midlands,region,2021-02-20,-20.3,937,6.7
E12000005,West Midlands,region,2021-02-19,-22.2,1266,6.8
E12000005,West Midlands,region,2021-02-18,-23.3,1387,6.8
E12000005,West Midlands,region,2021-02-17,-27.2,1406,6.8
E12000005,West Midlands,region,2021-02-16,-28.3,1595,6.8
E12000005,West Midlands,region,2021-02-15,-30.3,1769,6.8
E12000005,West Midlands,region,2021-02-14,-26.5,996,6.7
E12000005,West Midlands,region,2021-02-13,-25.5,1087,6.8
E12000005,West Midlands,region,2021-02-12,-24.7,1483,7.0
E12000005,West Midlands,region,2021-02-11,-26.3,1514,7.2
E12000005,West Midlands,region,2021-02-10,-25.9,1633,7.6
E12000005,West Midlands,region,2021-02-09,-26.6,1694,8.0
E12000005,West Midlands,region,2021-02-08,-21.6,1965,8.3
E12000005,West Midlands,region,2021-02-07,-21.9,1359,8.7
E12000005,West Midlands,region,2021-02-06,-22.9,1512,9.0
E12000005,West Midlands,region,2021-02-05,-23.3,1905,9.5
E12000005,West Midlands,region,2021-02-04,-20.6,2192,10.2
E12000005,West Midlands,region,2021-02-03,-20.2,2318,10.8
E12000005,West Midlands,region,2021-02-02,-21.2,2427,11.3
E12000005,West Midlands,region,2021-02-01,-30.7,2684,12.0
E12000005,West Midlands,region,2021-01-31,-34.5,1851,12.3
E12000005,West Midlands,region,2021-01-30,-30.7,1951,12.2
E12000005,West Midlands,region,2021-01-29,-28.9,2702,12.4
E12000005,West Midlands,region,2021-01-28,-32.8,3074,12.9
E12000005,West Midlands,region,2021-01-27,-30.0,3109,13.1
E12000005,West Midlands,region,2021-01-26,-26.2,3473,13.7
E12000005,West Midlands,region,2021-01-25,-19.7,3205,14.1
E12000005,West Midlands,region,2021-01-24,-15.6,1332,14.4
E12000005,West Midlands,region,2021-01-23,-18.4,2533,15.0
E12000005,West Midlands,region,2021-01-22,-15.7,3599,15.4
E12000005,West Midlands,region,2021-01-21,-3.8,3601,15.8
E12000005,West Midlands,region,2021-01-20,-2.7,4282,16.2
E12000005,West Midlands,region,2021-01-19,-6.4,4732,16.4
E12000005,West Midlands,region,2021-01-18,-6.0,5267,16.5
E12000005,West Midlands,region,2021-01-17,-6.1,3610,16.3
E12000005,West Midlands,region,2021-01-16,1.6,3561,16.2
E12000005,West Midlands,region,2021-01-15,-3.1,4890,16.2
E12000005,West Midlands,region,2021-01-14,0.2,4987,16.1
E12000005,West Midlands,region,2021-01-13,-1.1,5215,16.1
E12000005,West Midlands,region,2021-01-12,11.7,5453,16.0
E12000005,West Midlands,region,2021-01-11,17.8,5850,15.9
E12000005,West Midlands,region,2021-01-10,42.0,3803,16.2
E12000005,West Midlands,region,2021-01-09,44.4,3950,16.4
E12000005,West Midlands,region,2021-01-08,78.1,4613,16.9
E12000005,West Midlands,region,2021-01-07,68.2,4761,17.4
E12000005,West Midlands,region,2021-01-06,96.3,5580,18.0
E12000005,West Midlands,region,2021-01-05,79.6,5869,18.3
E12000005,West Midlands,region,2021-01-04,90.6,7141,18.6
E12000005,West Midlands,region,2021-01-03,65.0,4864,18.3
E12000005,West Midlands,region,2021-01-02,44.1,5623,18.0
E12000005,West Midlands,region,2021-01-01,27.8,2997,17.6
E12000005,West Midlands,region,2020-12-31,31.6,4552,17.5
E12000005,West Midlands,region,2020-12-30,16.7,5876,17.0
E12000005,West Midlands,region,2020-12-29,32.2,6081,15.5
E12000005,West Midlands,region,2020-12-28,26.3,3132,13.3
E12000005,West Midlands,region,2020-12-27,30.6,3152,11.4
E12000005,West Midlands,region,2020-12-26,48.2,2594,10.5
E12000005,West Midlands,region,2020-12-25,44.1,1009,9.8
E12000005,West Midlands,region,2020-12-24,38.7,2111,9.5
E12000005,West Midlands,region,2020-12-23,36.4,2722,9.2
E12000005,West Midlands,region,2020-12-22,27.7,2808,9.0
E12000005,West Midlands,region,2020-12-21,27.2,2978,9.0
E12000005,West Midlands,region,2020-12-20,19.9,2213,8.9
E12000005,West Midlands,region,2020-12-19,15.6,1606,8.8
E12000005,West Midlands,region,2020-12-18,15.6,2072,8.7
E12000005,West Midlands,region,2020-12-17,16.6,2120,8.7
E12000005,West Midlands,region,2020-12-16,19.1,2063,8.5
E12000005,West Midlands,region,2020-12-15,12.0,2240,8.2
E12000005,West Midlands,region,2020-12-14,2.7,2386,7.9
E12000005,West Midlands,region,2020-12-13,-0.1,1323,7.5
E12000005,West Midlands,region,2020-12-12,2.0,1339,7.4
E12000005,West Midlands,region,2020-12-11,-3.5,1746,7.3
E12000005,West Midlands,region,2020-12-10,-7.4,1673,7.3
E12000005,West Midlands,region,2020-12-09,-17.1,1652,7.2
E12000005,West Midlands,region,2020-12-08,-22.4,1719,7.1
E12000005,West Midlands,region,2020-12-07,-18.2,1731,7.0
E12000005,West Midlands,region,2020-12-06,-17.1,1126,6.8
E12000005,West Midlands,region,2020-12-05,-27.9,1107,6.8
E12000005,West Midlands,region,2020-12-04,-30.5,1396,6.8
E12000005,West Midlands,region,2020-12-03,-34.6,1349,6.9
E12000005,West Midlands,region,2020-12-02,-33.3,1471,7.1
E12000005,West Midlands,region,2020-12-01,-26.1,1528,7.4
E12000005,West Midlands,region,2020-11-30,-32.8,1701,7.5
E12000005,West Midlands,region,2020-11-29,-36.2,1122,7.7
E12000005,West Midlands,region,2020-11-28,-31.9,1137,7.9
E12000005,West Midlands,region,2020-11-27,-27.5,1555,8.1
E12000005,West Midlands,region,2020-11-26,-21.5,1696,8.4
E12000005,West Midlands,region,2020-11-25,-21.0,1913,8.8
E12000005,West Midlands,region,2020-11-24,-25.3,2019,9.2
E12000005,West Midlands,region,2020-11-23,-19.6,2247,9.5
E12000005,West Midlands,region,2020-11-22,-11.4,1473,10.0
E12000005,West Midlands,region,2020-11-21,-5.1,1590,10.2
E12000005,West Midlands,region,2020-11-20,-2.3,2304,10.6
E12000005,West Midlands,region,2020-11-19,-0.5,2374,11.0
E12000005,West Midlands,region,2020-11-18,16.0,2614,11.4
E12000005,West Midlands,region,2020-11-17,16.2,3033,11.9
E12000005,West Midlands,region,2020-11-16,21.0,3388,12.2
E12000005,West Midlands,region,2020-11-15,27.0,2028,12.4
E12000005,West Midlands,region,2020-11-14,16.7,2365,12.6
E12000005,West Midlands,region,2020-11-13,20.3,3048,12.6
E12000005,West Midlands,region,2020-11-12,22.2,3095,12.6
E12000005,West Midlands,region,2020-11-11,10.8,3536,12.5
E12000005,West Midlands,region,2020-11-10,18.8,3644,12.3
E12000005,West Midlands,region,2020-11-09,14.4,3929,12.0
E12000005,West Midlands,region,2020-11-08,3.8,2451,11.8
E12000005,West Midlands,region,2020-11-07,22.4,2266,11.5
E12000005,West Midlands,region,2020-11-06,14.8,2795,11.5
E12000005,West Midlands,region,2020-11-05,12.8,2834,11.7
E12000005,West Midlands,region,2020-11-04,17.9,2741,11.8
E12000005,West Midlands,region,2020-11-03,14.3,3105,11.8
E12000005,West Midlands,region,2020-11-02,18.7,3643,11.6
E12000005,West Midlands,region,2020-11-01,29.3,1611,11.2
E12000005,West Midlands,region,2020-10-31,15.8,1941,11.1
E12000005,West Midlands,region,2020-10-30,27.0,2589,10.8
E12000005,West Midlands,region,2020-10-29,30.7,2490,10.6
E12000005,West Midlands,region,2020-10-28,30.1,2541,10.3
E12000005,West Midlands,region,2020-10-27,36.4,2427,10.0
E12000005,West Midlands,region,2020-10-26,41.5,2635,9.6
E12000005,West Midlands,region,2020-10-25,39.8,1587,9.1
E12000005,West Midlands,region,2020-10-24,46.0,1542,8.9
E12000005,West Midlands,region,2020-10-23,35.8,2032,8.7
E12000005,West Midlands,region,2020-10-22,45.0,2112,8.5
E12000005,West Midlands,region,2020-10-21,41.8,2226,8.3
E12000005,West Midlands,region,2020-10-20,50.8,2272,8.0
E12000005,West Midlands,region,2020-10-19,41.4,2201,7.7
E12000005,West Midlands,region,2020-10-18,35.5,1185,7.3
E12000005,West Midlands,region,2020-10-17,17.2,1233,7.2
E12000005,West Midlands,region,2020-10-16,17.7,1617,7.1
E12000005,West Midlands,region,2020-10-15,11.8,1584,6.9
E12000005,West Midlands,region,2020-10-14,18.0,1571,6.7
E12000005,West Midlands,region,2020-10-13,13.3,1491,6.4
E12000005,West Midlands,region,2020-10-12,21.7,1497,6.1
E12000005,West Midlands,region,2020-10-11,35.0,915,5.9
E12000005,West Midlands,region,2020-10-10,88.8,922,5.6
E12000005,West Midlands,region,2020-10-09,114.1,1188,5.5
E12000005,West Midlands,region,2020-10-08,93.7,1266,5.4
E12000005,West Midlands,region,2020-10-07,80.1,1217,5.3
E12000005,West Midlands,region,2020-10-06,47.4,1213,5.1
E12000005,West Midlands,region,2020-10-05,37.4,1153,4.9
E12000005,West Midlands,region,2020-10-04,19.5,686,4.5
E12000005,West Midlands,region,2020-10-03,-3.3,742,4.4
E12000005,West Midlands,region,2020-10-02,-13.3,940,4.3
E12000005,West Midlands,region,2020-10-01,-6.9,887,4.1
E12000005,West Midlands,region,2020-09-30,0.0,937,4.0
E12000005,West Midlands,region,2020-09-29,29.8,756,3.8
E12000005,West Midlands,region,2020-09-28,40.2,695,3.6
E12000005,West Midlands,region,2020-09-27,50.2,496,3.5
E12000005,West Midlands,region,2020-09-26,49.5,562,3.5
E12000005,West Midlands,region,2020-09-25,50.6,601,3.4
E12000005,West Midlands,region,2020-09-24,49.7,690,3.4
E12000005,West Midlands,region,2020-09-23,38.7,683,3.3
E12000005,West Midlands,region,2020-09-22,25.5,609,3.1
E12000005,West Midlands,region,2020-09-21,19.5,647,2.9
E12000005,West Midlands,region,2020-09-20,11.4,598,2.6
E12000005,West Midlands,region,2020-09-19,8.0,578,2.4
E12000005,West Midlands,region,2020-09-18,12.6,581,2.2
E12000005,West Midlands,region,2020-09-17,21.0,505,2.1
E12000005,West Midlands,region,2020-09-16,33.5,455,2.0
E12000005,West Midlands,region,2020-09-15,41.5,360,1.9
E12000005,West Midlands,region,2020-09-14,49.3,324,2.0
E12000005,West Midlands,region,2020-09-13,90.9,216,2.1
E12000005,West Midlands,region,2020-09-12,140.2,290,2.2
E12000005,West Midlands,region,2020-09-11,137.1,360,2.3
E12000005,West Midlands,region,2020-09-10,135.5,383,2.4
E12000005,West Midlands,region,2020-09-09,105.2,386,2.5
E12000005,West Midlands,region,2020-09-08,93.6,430,2.6
E12000005,West Midlands,region,2020-09-07,75.6,486,2.5
E12000005,West Midlands,region,2020-09-06,47.9,320,2.3
E12000005,West Midlands,region,2020-09-05,25.3,307,2.2
E12000005,West Midlands,region,2020-09-04,18.9,434,2.0
E12000005,West Midlands,region,2020-09-03,11.9,364,1.8
E12000005,West Midlands,region,2020-09-02,27.5,346,1.6
E12000005,West Midlands,region,2020-09-01,24.1,255,1.4
E12000005,West Midlands,region,2020-08-31,21.0,127,1.3
E12000005,West Midlands,region,2020-08-30,16.6,94,1.3
E12000005,West Midlands,region,2020-08-29,6.9,112,1.2
E12000005,West Midlands,region,2020-08-28,2.9,153,1.2
E12000005,West Midlands,region,2020-08-27,-16.6,143,1.1
E12000005,West Midlands,region,2020-08-26,-11.0,124,1.2
E12000005,West Midlands,region,2020-08-25,-15.2,142,1.2
E12000005,West Midlands,region,2020-08-24,-12.7,137,1.1
E12000005,West Midlands,region,2020-08-23,-13.5,83,1.1
E12000005,West Midlands,region,2020-08-22,-10.0,76,1.1
E12000005,West Midlands,region,2020-08-21,0.6,103,1.2
E12000005,West Midlands,region,2020-08-20,63.0,163,1.3
E12000005,West Midlands,region,2020-08-19,22.5,118,1.2
E12000005,West Midlands,region,2020-08-18,35.4,110,1.3
E12000005,West Midlands,region,2020-08-17,58.6,138,1.4
E12000005,West Midlands,region,2020-08-16,46.7,73,1.4
E12000005,West Midlands,region,2020-08-15,65.5,95,1.4
E12000005,West Midlands,region,2020-08-14,53.3,172,1.4
E12000005,West Midlands,region,2020-08-13,14.4,117,1.3
E12000005,West Midlands,region,2020-08-12,30.6,133,1.3
E12000005,West Midlands,region,2020-08-11,28.5,163,1.3
E12000005,West Midlands,region,2020-08-10,6.7,157,1.2
E12000005,West Midlands,region,2020-08-09,29.8,77,1.2
E12000005,West Midlands,region,2020-08-08,7.5,74,1.1
E12000005,West Midlands,region,2020-08-07,-0.6,105,1.1
E12000005,West Midlands,region,2020-08-06,0.0,113,1.1
E12000005,West Midlands,region,2020-08-05,0.0,94,1.1
E12000005,West Midlands,region,2020-08-04,-1.6,98,1.1
E12000005,West Midlands,region,2020-08-03,3.4,90,1.2
E12000005,West Midlands,region,2020-08-02,-5.1,42,1.1
E12000005,West Midlands,region,2020-08-01,1.0,54,1.2
E12000005,West Midlands,region,2020-07-31,14.6,82,1.2
E12000005,West Midlands,region,2020-07-30,6.2,80,1.2
E12000005,West Midlands,region,2020-07-29,12.1,90,1.2
E12000005,West Midlands,region,2020-07-28,5.1,89,1.3
E12000005,West Midlands,region,2020-07-27,9.8,77,1.4
E12000005,West Midlands,region,2020-07-26,7.0,66,1.4
E12000005,West Midlands,region,2020-07-25,12.1,67,1.4
E12000005,West Midlands,region,2020-07-24,-3.9,79,1.4
E12000005,West Midlands,region,2020-07-23,9.7,89,1.4
E12000005,West Midlands,region,2020-07-22,4.9,79,1.3
E12000005,West Midlands,region,2020-07-21,15.1,80,1.3
E12000005,West Midlands,region,2020-07-20,7.0,84,1.2
E12000005,West Midlands,region,2020-07-19,21.7,40,1.1
E12000005,West Midlands,region,2020-07-18,14.1,51,1.1
E12000005,West Midlands,region,2020-07-17,50.2,68,1.1
E12000005,West Midlands,region,2020-07-16,53.4,65,1.1
E12000005,West Midlands,region,2020-07-15,55.5,107,1.2
E12000005,West Midlands,region,2020-07-14,-94.9,71,1.1
E12000005,West Midlands,region,2020-07-13,-94.8,79,1.1
E12000005,West Midlands,region,2020-07-12,-95.5,38,1.1
E12000005,West Midlands,region,2020-07-11,-95.4,41,1.1
E12000005,West Midlands,region,2020-07-10,-96.1,44,1.1
E12000005,West Midlands,region,2020-07-09,-96.4,121,1.1
E12000005,West Midlands,region,2020-07-08,-96.5,65,1.0
E12000005,West Midlands,region,2020-07-07,6527.0,60,1.0
E12000005,West Midlands,region,2020-07-06,5639.3,53,1.0
E12000005,West Midlands,region,2020-07-05,5810.6,36,1.1
E12000005,West Midlands,region,2020-07-04,6134.6,23,1.0
E12000005,West Midlands,region,2020-07-03,6446.0,41,1.1
E12000005,West Midlands,region,2020-07-02,4987.0,55,1.2
E12000005,West Midlands,region,2020-07-01,5199.4,51,1.3
E12000005,West Midlands,region,2020-06-30,-28.8,51,1.4
E12000005,West Midlands,region,2020-06-29,-19.9,57,1.5
E12000005,West Midlands,region,2020-06-28,-26.9,25,1.6
E12000005,West Midlands,region,2020-06-27,-39.3,45,1.7
E12000005,West Midlands,region,2020-06-26,-49.0,68,1.7
E12000005,West Midlands,region,2020-06-25,-27.0,56,1.6
E12000005,West Midlands,region,2020-06-24,-38.0,55,1.7
E12000005,West Midlands,region,2020-06-23,-27.2,54,1.7
E12000005,West Midlands,region,2020-06-22,-33.9,67,1.8
E12000005,West Midlands,region,2020-06-21,-24.9,38,1.9
E12000005,West Midlands,region,2020-06-20,-12.7,49,2.0
E12000005,West Midlands,region,2020-06-19,-1.6,51,2.1
E12000005,West Midlands,region,2020-06-18,-13.6,84,2.1
E12000005,West Midlands,region,2020-06-17,-4.2,80,2.1
E12000005,West Midlands,region,2020-06-16,-11.0,106,2.1
E12000005,West Midlands,region,2020-06-15,-0.4,102,2.0
E12000005,West Midlands,region,2020-06-14,-14.3,75,2.0
E12000005,West Midlands,region,2020-06-13,-4.9,87,2.0
E12000005,West Midlands,region,2020-06-12,12.1,79,1.9
E12000005,West Midlands,region,2020-06-11,-7.9,92,1.9
E12000005,West Midlands,region,2020-06-10,-13.9,92,2.0
E12000005,West Midlands,region,2020-06-09,-15.5,100,2.0
E12000005,West Midlands,region,2020-06-08,-11.9,120,2.1
E12000005,West Midlands,region,2020-06-07,-11.5,64,2.2
E12000005,West Midlands,region,2020-06-06,-37.6,78,2.3
E12000005,West Midlands,region,2020-06-05,-56.7,102,2.4
E12000005,West Midlands,region,2020-06-04,-50.7,137,2.5
E12000005,West Midlands,region,2020-06-03,-49.7,124,2.6
E12000005,West Midlands,region,2020-06-02,-50.6,124,2.9
E12000005,West Midlands,region,2020-06-01,-56.4,125,3.0
E12000005,West Midlands,region,2020-05-31,-57.8,78,3.2
E12000005,West Midlands,region,2020-05-30,-47.6,115,3.3
E12000005,West Midlands,region,2020-05-29,-37.6,154,3.3
E12000005,West Midlands,region,2020-05-28,-27.9,155,3.5
E12000005,West Midlands,region,2020-05-27,-26.3,194,3.8
E12000005,West Midlands,region,2020-05-26,-21.3,152,4.0
E12000005,West Midlands,region,2020-05-25,-17.1,137,4.2
E12000005,West Midlands,region,2020-05-24,-4.6,134,4.3
E12000005,West Midlands,region,2020-05-23,-11.5,148,4.4
E12000005,West Midlands,region,2020-05-22,-12.5,195,4.4
E12000005,West Midlands,region,2020-05-21,-26.5,224,4.6
E12000005,West Midlands,region,2020-05-20,-27.2,252,4.7
E12000005,West Midlands,region,2020-05-19,-26.7,278,4.7
E12000005,West Midlands,region,2020-05-18,-28.7,207,4.7
E12000005,West Midlands,region,2020-05-17,-35.3,172,4.8
E12000005,West Midlands,region,2020-05-16,-30.7,175,5.0
E12000005,West Midlands,region,2020-05-15,-32.9,265,5.2
E12000005,West Midlands,region,2020-05-14,-27.9,256,5.4
E12000005,West Midlands,region,2020-05-13,-28.0,244,5.7
E12000005,West Midlands,region,2020-05-12,-30.2,309,6.0
E12000005,West Midlands,region,2020-05-11,-30.2,250,6.3
E12000005,West Midlands,region,2020-05-10,-27.2,218,6.5
E12000005,West Midlands,region,2020-05-09,-31.0,162,6.5
E12000005,West Midlands,region,2020-05-08,-29.2,341,6.6
E12000005,West Midlands,region,2020-05-07,-26.2,370,6.6
E12000005,West Midlands,region,2020-05-06,-26.9,312,6.8
E12000005,West Midlands,region,2020-05-05,-28.7,318,7.2
E12000005,West Midlands,region,2020-05-04,-23.4,237,7.7
E12000005,West Midlands,region,2020-05-03,-24.2,299,8.1
E12000005,West Midlands,region,2020-05-02,-21.9,319,8.8
E12000005,West Midlands,region,2020-05-01,-18.9,472,9.5
E12000005,West Midlands,region,2020-04-30,-20.2,451,11.5
E12000005,West Midlands,region,2020-04-29,212900.0,441,14.2
E12000005,West Midlands,region,2020-04-28,227500.0,375,17.1
E12000005,West Midlands,region,2020-04-27,226400.0,418,19.5
E12000005,West Midlands,region,2020-04-26,236000.0,316,22.4
E12000005,West Midlands,region,2020-04-25,244600.0,386,23.9
E12000005,West Midlands,region,2020-04-24,245300.0,480,25.3
E12000005,West Midlands,region,2020-04-23,251500.0,551,26.4
E12000005,West Midlands,region,2020-04-22,,579,27.8
E12000005,West Midlands,region,2020-04-21,,493,29.3
E12000005,West Midlands,region,2020-04-20,,404,30.5
E12000005,West Midlands,region,2020-04-19,,340,30.8
E12000005,West Midlands,region,2020-04-18,,549,31.8
E12000005,West Midlands,region,2020-04-17,,445,32.2
E12000005,West Midlands,region,2020-04-16,,510,33.9
E12000005,West Midlands,region,2020-04-15,,387,35.2
E12000005,West Midlands,region,2020-04-14,,321,37.2
E12000005,West Midlands,region,2020-04-13,,280,39.4
E12000005,West Midlands,region,2020-04-12,,239,41.6
E12000005,West Midlands,region,2020-04-11,,251,43.4
E12000005,West Midlands,region,2020-04-10,,362,45.3
E12000005,West Midlands,region,2020-04-09,,345,46.1
E12000005,West Midlands,region,2020-04-08,,362,47.4
E12000005,West Midlands,region,2020-04-07,,383,48.3
E12000005,West Midlands,region,2020-04-06,,360,48.8
E12000005,West Midlands,region,2020-04-05,,290,49.5
E12000005,West Midlands,region,2020-04-04,,345,50.1
E12000005,West Midlands,region,2020-04-03,,373,49.4
E12000005,West Midlands,region,2020-04-02,,448,49.1
E12000005,West Midlands,region,2020-04-01,,409,48.8
E12000005,West Midlands,region,2020-03-31,,415,47.8
E12000005,West Midlands,region,2020-03-30,,431,46.2
E12000005,West Midlands,region,2020-03-29,,366,44.2
E12000005,West Midlands,region,2020-03-28,,322,40.2
E12000005,West Midlands,region,2020-03-27,,279,36.0
E12000005,West Midlands,region,2020-03-26,,314,34.0
E12000005,West Midlands,region,2020-03-25,,240,30.0
E12000005,West Midlands,region,2020-03-24,,250,27.7
E12000005,West Midlands,region,2020-03-23,,239,24.4
E12000005,West Midlands,region,2020-03-22,,111,20.6
E12000005,West Midlands,region,2020-03-21,,125,20.4
E12000005,West Midlands,region,2020-03-20,,152,18.4
E12000005,West Midlands,region,2020-03-19,,123,15.5
E12000005,West Midlands,region,2020-03-18,,99,13.4
E12000005,West Midlands,region,2020-03-17,,68,11.4
E12000005,West Midlands,region,2020-03-16,,56,10.0
E12000005,West Midlands,region,2020-03-15,,44,9.5
E12000005,West Midlands,region,2020-03-14,,31,9.1
E12000005,West Midlands,region,2020-03-13,,39,8.7
E12000005,West Midlands,region,2020-03-12,,47,7.7
E12000005,West Midlands,region,2020-03-11,,29,6.7
E12000005,West Midlands,region,2020-03-10,,17,5.7
E12000005,West Midlands,region,2020-03-09,,8,4.7
E12000005,West Midlands,region,2020-03-08,,4,4.7
E12000005,West Midlands,region,2020-03-07,,6,4.8
E12000005,West Midlands,region,2020-03-06,,2,4.0
E12000005,West Midlands,region,2020-03-05,,6,3.9
E12000005,West Midlands,region,2020-03-04,,3,2.4
E12000005,West Midlands,region,2020-03-03,,1,2.3
E12000005,West Midlands,region,2020-03-02,,4,2.2
E12000005,West Midlands,region,2020-03-01,,2,0.9
E12000005,West Midlands,region,2020-02-29,,,0.5
E12000005,West Midlands,region,2020-02-28,,,0.5
E12000005,West Midlands,region,2020-02-27,,,0.6
E12000005,West Midlands,region,2020-02-26,,,0.7
E12000005,West Midlands,region,2020-02-25,,,1.1
E12000005,West Midlands,region,2020-02-24,,,1.7
E12000005,West Midlands,region,2020-02-23,,,2.2
E12000006,East of England,region,2021-05-12,17.2,,
E12000006,East of England,region,2021-05-11,19.3,60,
E12000006,East of England,region,2021-05-10,1.9,198,
E12000006,East of England,region,2021-05-09,-7.2,214,
E12000006,East of England,region,2021-05-08,-4.7,111,
E12000006,East of England,region,2021-05-07,-7.8,130,0.5
E12000006,East of England,region,2021-05-06,-15.8,167,0.6
E12000006,East of England,region,2021-05-05,-20.8,185,0.6
E12000006,East of England,region,2021-05-04,-22.7,224,0.6
E12000006,East of England,region,2021-05-03,-10.9,169,0.6
E12000006,East of England,region,2021-05-02,-6.2,135,0.5
E12000006,East of England,region,2021-05-01,-6.5,115,0.6
E12000006,East of England,region,2021-04-30,-5.1,122,0.6
E12000006,East of England,region,2021-04-29,2.8,186,0.6
E12000006,East of England,region,2021-04-28,4.3,165,0.6
E12000006,East of England,region,2021-04-27,5.2,165,0.6
E12000006,East of England,region,2021-04-26,0.6,225,0.6
E12000006,East of England,region,2021-04-25,-8.7,204,0.6
E12000006,East of England,region,2021-04-24,-6.8,131,0.6
E12000006,East of England,region,2021-04-23,-4.9,168,0.6
E12000006,East of England,region,2021-04-22,8.4,208,0.6
E12000006,East of England,region,2021-04-21,11.0,203,0.6
E12000006,East of England,region,2021-04-20,6.2,185,0.7
E12000006,East of England,region,2021-04-19,7.3,218,0.7
E12000006,East of England,region,2021-04-18,45.8,218,0.7
E12000006,East of England,region,2021-04-17,36.0,122,0.7
E12000006,East of England,region,2021-04-16,26.6,165,0.8
E12000006,East of England,region,2021-04-15,-12.3,171,0.8
E12000006,East of England,region,2021-04-14,-21.1,213,0.9
E12000006,East of England,region,2021-04-13,-20.5,155,0.9
E12000006,East of England,region,2021-04-12,-25.5,238,0.9
E12000006,East of England,region,2021-04-11,-45.8,219,0.9
E12000006,East of England,region,2021-04-10,-46.4,183,1.0
E12000006,East of England,region,2021-04-09,-43.8,216,1.0
E12000006,East of England,region,2021-04-08,-36.3,229,1.0
E12000006,East of England,region,2021-04-07,-35.0,215,1.1
E12000006,East of England,region,2021-04-06,-35.3,225,1.1
E12000006,East of England,region,2021-04-05,-35.0,167,1.2
E12000006,East of England,region,2021-04-04,-30.7,144,1.2
E12000006,East of England,region,2021-04-03,-27.9,172,1.2
E12000006,East of England,region,2021-04-02,-30.6,199,1.2
E12000006,East of England,region,2021-04-01,-24.8,270,1.2
E12000006,East of England,region,2021-03-31,-16.4,255,1.3
E12000006,East of England,region,2021-03-30,-13.4,206,1.3
E12000006,East of England,region,2021-03-29,-9.9,240,1.4
E12000006,East of England,region,2021-03-28,-3.7,332,1.4
E12000006,East of England,region,2021-03-27,-0.3,248,1.5
E12000006,East of England,region,2021-03-26,5.8,295,1.5
E12000006,East of England,region,2021-03-25,3.3,387,1.5
E12000006,East of England,region,2021-03-24,-3.5,472,1.5
E12000006,East of England,region,2021-03-23,-3.8,307,1.6
E12000006,East of England,region,2021-03-22,-2.6,458,1.6
E12000006,East of England,region,2021-03-21,-1.7,440,1.5
E12000006,East of England,region,2021-03-20,-6.4,247,1.6
E12000006,East of England,region,2021-03-19,-11.0,358,1.6
E12000006,East of England,region,2021-03-18,-6.8,364,1.6
E12000006,East of England,region,2021-03-17,-3.5,460,1.7
E12000006,East of England,region,2021-03-16,-5.4,367,1.7
E12000006,East of England,region,2021-03-15,-7.0,463,1.8
E12000006,East of England,region,2021-03-14,-11.5,308,1.8
E12000006,East of England,region,2021-03-13,-9.7,304,1.8
E12000006,East of England,region,2021-03-12,-6.5,393,1.9
E12000006,East of England,region,2021-03-11,-14.1,407,1.9
E12000006,East of England,region,2021-03-10,-23.6,408,1.9
E12000006,East of England,region,2021-03-09,-27.4,399,1.9
E12000006,East of England,region,2021-03-08,-29.5,491,2.0
E12000006,East of England,region,2021-03-07,-33.2,287,2.0
E12000006,East of England,region,2021-03-06,-36.7,280,2.1
E12000006,East of England,region,2021-03-05,-38.9,396,2.1
E12000006,East of England,region,2021-03-04,-39.2,435,2.3
E12000006,East of England,region,2021-03-03,-33.0,456,2.4
E12000006,East of England,region,2021-03-02,-29.7,547,2.5
E12000006,East of England,region,2021-03-01,-28.5,521,2.7
E12000006,East of England,region,2021-02-28,-25.5,352,2.8
E12000006,East of England,region,2021-02-27,-19.8,333,3.0
E12000006,East of England,region,2021-02-26,-20.0,513,3.1
E12000006,East of England,region,2021-02-25,-21.4,585,3.2
E12000006,East of England,region,2021-02-24,-20.5,623,3.4
E12000006,East of England,region,2021-02-23,-18.4,865,3.6
E12000006,East of England,region,2021-02-22,-16.8,862,3.7
E12000006,East of England,region,2021-02-21,-18.5,586,3.9
E12000006,East of England,region,2021-02-20,-25.6,654,4.0
E12000006,East of England,region,2021-02-19,-26.5,733,4.1
E12000006,East of England,region,2021-02-18,-20.8,915,4.4
E12000006,East of England,region,2021-02-17,-28.7,881,4.5
E12000006,East of England,region,2021-02-16,-33.6,998,4.7
E12000006,East of England,region,2021-02-15,-37.4,1132,4.9
E12000006,East of England,region,2021-02-14,-36.9,685,4.9
E12000006,East of England,region,2021-02-13,-34.3,760,5.1
E12000006,East of England,region,2021-02-12,-33.8,992,5.3
E12000006,East of England,region,2021-02-11,-38.3,1070,5.6
E12000006,East of England,region,2021-02-10,-35.2,1245,5.9
E12000006,East of England,region,2021-02-09,-33.1,1163,6.1
E12000006,East of England,region,2021-02-08,-29.3,1236,6.3
E12000006,East of England,region,2021-02-07,-28.7,948,6.6
